DateTime,Hauteur,Période,puissance,Hauteur f,Période f,puissance f,Hauteur STL,Période STL,puissance STL
1997-05-27,2.410680986495529,11.90294065302846,32982.44468641315,0.43001600405895446,1.4919149246520422,131.54137775612418,2.7162232986684303,12.285290696870463,43218.079788215444
1997-05-28,2.142607301312099,11.81526020325956,25862.91907258065,0.13885021544507242,1.3257192366345532,12.186914477449633,2.383631119152179,12.170149337825931,32970.31452581919
1997-05-29,1.7578272069150807,10.64952715828649,15690.319201726847,-0.2509272887098223,0.11715594725502476,3.5172984233982745,1.4223575706722564,10.612654910394058,10237.424441750427
1997-05-30,2.283430280479124,9.930694866928908,24689.042037360872,0.266062025696733,-0.5928846858871465,-20.011751846194137,1.9703526578865915,10.272878517674487,19016.437918890562
1997-05-31,2.8862688299063364,9.473311421558293,37629.154687846676,0.8303536260032971,-1.0101848022143705,-332.10551902646705,2.981463939391473,9.475776737100894,40162.71199296295
1997-06-01,3.078207834794704,10.391778692181617,46949.9200611898,0.9635477026570053,-0.06498365771465464,-28.767338437664296,2.5904047921525786,10.912003126027114,34913.13444779869
1997-06-02,2.6768180284731766,10.021637629323665,34239.34766373611,0.5106306011350639,-0.42372431050659554,-52.680046123024695,2.482872642255454,10.47078361598309,30777.77076194351
1997-06-03,2.3029102616499872,9.802351468316383,24787.5378129744,0.10736818748368515,-0.6161053760778132,-3.386533150954059,2.261096263062729,10.484549042152372,25558.59342058052
1997-06-04,1.7822907324917028,9.413909501612585,14258.577686986537,-0.4178296484641959,-0.9620703926068088,-80.08560229095816,2.0729147492532487,10.423131358614041,21355.521621961794
1997-06-05,1.5707992011658052,8.782541203261998,10332.62407163452,-0.6141285438006698,-1.5247958423017183,-274.2075162635828,1.7616469452250603,9.691953501912414,14341.618361489327
1997-06-06,1.4579566159376942,8.697942685484035,8815.660018608167,-0.703446733302205,-1.523430504420393,-359.446427249211,1.4586898745679417,8.955252911809238,9085.584705564852
1997-06-07,2.003023899962456,10.695467529134662,20460.730054763928,-0.14698754917408346,0.5065778901948439,5.218628932341574,1.8292080120052225,10.651278163057945,16993.271884147336
1997-06-08,2.0831769572024146,10.385011841505866,21488.61433923865,-0.07241519082222825,0.18258794355398456,0.4565417987762607,1.9406322411088825,9.724997920116712,17463.25080239867
1997-06-09,2.169764464181454,11.357232541335657,25494.51719646582,0.004337783663511188,1.1239139719052875,0.010083654045263948,2.129120223732203,11.254613828337833,24326.524023504942
1997-06-10,1.96736947846708,10.500089532853055,19378.223061562574,-0.20447162389433576,0.23360943060805453,4.656992650986246,1.9196461331427255,10.592398115236351,18611.687059343352
1997-06-11,2.64368692060097,10.012809285677386,33367.60828274848,0.4529883051835158,-0.24999355338039309,-24.45974240361733,2.463432465837273,9.889874288316461,28616.807505479617
1997-06-12,2.1708841846017353,9.379786639217953,21077.31851576174,-0.04354452245360331,-0.8494818832601241,-0.7680160124521367,2.1548712576951283,9.677938233183838,21427.652387034737
1997-06-13,2.132302719303483,9.661438116316074,20945.39656757018,-0.09147050884072344,-0.5258136964635363,-2.0976990135818196,2.23466569398072,10.120202235927671,24097.02368100471
