index,DateTime,vosaline
0,2018-05-16 00:00:00,35.66386
0,2018-06-16 00:00:00,35.781612
0,2018-07-16 00:00:00,35.894245
0,2018-08-16 00:00:00,36.019085
0,2018-09-16 00:00:00,36.05816
0,2018-10-16 00:00:00,36.13081
0,2018-11-16 00:00:00,36.274975
0,2018-12-16 00:00:00,36.316654
0,2019-01-16 12:00:00,36.181156
1,2019-01-16 12:00:00,36.181156
0,2019-02-15 00:00:00,36.073513
1,2019-02-15 00:00:00,36.073513
1,2019-03-16 12:00:00,35.894497
0,2019-03-16 12:00:00,35.894497
0,2019-04-16 00:00:00,35.90234
1,2019-04-16 00:00:00,35.90234
0,2019-05-16 12:00:00,35.962612
1,2019-05-16 12:00:00,35.962612
0,2019-06-16 00:00:00,35.9006
1,2019-06-16 00:00:00,35.9006
0,2019-07-16 12:00:00,35.966892
1,2019-07-16 12:00:00,35.966892
1,2019-08-16 12:00:00,36.108578
0,2019-08-16 12:00:00,36.108578
0,2019-09-16 00:00:00,36.155785
1,2019-09-16 00:00:00,36.155785
0,2019-10-16 12:00:00,36.22604
1,2019-10-16 12:00:00,36.22604
0,2019-11-16 00:00:00,36.255436
1,2019-11-16 00:00:00,36.255436
0,2019-12-16 12:00:00,36.223473
1,2019-12-16 12:00:00,36.223473
1,2020-01-16 12:00:00,35.986893
0,2020-01-16 12:00:00,35.986893
0,2020-02-15 12:00:00,35.96072
1,2020-02-15 12:00:00,35.96072
0,2020-03-16 12:00:00,35.782223
1,2020-03-16 12:00:00,35.782223
0,2020-04-16 00:00:00,35.78052
1,2020-04-16 00:00:00,35.78052
1,2020-05-16 12:00:00,35.83833
0,2020-05-16 12:00:00,35.83833
0,2020-06-16 00:00:00,35.89689
1,2020-06-16 00:00:00,35.89689
0,2020-07-16 12:00:00,35.959473
1,2020-07-16 12:00:00,35.959473
0,2020-08-16 12:00:00,36.02005
1,2020-08-16 12:00:00,36.02005
0,2020-09-16 00:00:00,36.083447
1,2020-09-16 00:00:00,36.083447
0,2020-10-16 12:00:00,36.135166
1,2020-10-16 12:00:00,36.135166
1,2020-11-16 00:00:00,36.138885
0,2020-11-16 00:00:00,36.138885
0,2020-12-16 12:00:00,36.156242
1,2020-12-16 12:00:00,36.156242
0,2021-01-16 12:00:00,36.214928
1,2021-01-16 12:00:00,36.214928
0,2021-02-15 00:00:00,35.97983
1,2021-02-15 00:00:00,35.97983
0,2021-03-16 12:00:00,36.029446
1,2021-03-16 12:00:00,36.029446
1,2021-04-16 00:00:00,36.027653
0,2021-04-16 00:00:00,36.027653
0,2021-05-16 12:00:00,36.052887
1,2021-05-16 12:00:00,36.052887
0,2021-06-16 00:00:00,36.04014
1,2021-06-16 00:00:00,36.04014
0,2021-07-16 12:00:00,36.06509
1,2021-07-16 12:00:00,36.06509
0,2021-08-16 12:00:00,36.191177
1,2021-08-16 12:00:00,36.191177
1,2021-09-16 00:00:00,36.310307
0,2021-09-16 00:00:00,36.310307
0,2021-10-16 12:00:00,36.337406
1,2021-10-16 12:00:00,36.337406
0,2021-11-16 00:00:00,36.340275
1,2021-11-16 00:00:00,36.340275
0,2021-12-16 12:00:00,36.415913
